gid	latitude	longitude	Estado de Conservacao	Tipo de Abrigo	Abrigo com Publicidade?	Operadora	Carreira	Codigo de Rua	Nome da Rua	Freguesia
713	-101787.42	-98423.54	Bom	Fechado dos Lados	Yes	Vimeca	12	216	Estrada Consiglieri Pedroso	Barcarena
712	-101764.30649856283	-98424.15159847475	Bom	Sem Abrigo	No	SCoTTURB	12	216	Estrada Consiglieri Pedroso	Barcarena
153	-102409.39	-98701.67	Bom	Fechado dos Lados	Yes	Vimeca	12	269	Rua Mário Castelhano	Barcarena
806	-104169.05	-97108.82	Bom	Sem Abrigo	No	Vimeca	12	308	Estrada do Desvio	Carnaxide e Queijas
687	-102942.61	-98628.76	Bom	Fechado dos Lados	Yes	Vimeca	12	830	Estrada Militar	Barcarena
686	-102931.23	-98622.69	Bom	Sem Abrigo	No	Vimeca	12	830	Estrada Militar	Barcarena
155	-102735.06	-98272.9	Mau	Fechado dos Lados	No	Vimeca	12	830	Estrada Militar	Barcarena
154	-103016.79	-98428.89	Bom	Fechado dos Lados	Yes	Vimeca	12	830	Estrada Militar	Barcarena
87	-103002.83	-98398.75	Bom	Aberto dos Lados	No	Vimeca	12	830	Estrada Militar	Barcarena
149	-102638.72	-98781.31	Bom	Sem Abrigo	No	Vimeca	12	993	Rua do Trabalho	Barcarena
159	-102708.54	-98296.07	Bom	Sem Abrigo	No	Vimeca	12	1099	Rua Quinta da Bica do Sargento	Barcarena
709	-103166.65231804183	-97987.56576748956	Bom	Sem Abrigo	No	Vimeca	12	1200	Rua Actor Carlos César	Carnaxide e Queijas
1014	-103181.82	-97967.06	Bom	Sem Abrigo	No	Vimeca	12	1214	Estrada de Queluz	Carnaxide e Queijas
788	-103468.05	-97872.21	Bom	Fechado dos Lados	Yes	Vimeca	12	1214	Estrada de Queluz	Carnaxide e Queijas
742	-102859.54	-97965.24	Bom	Fechado dos Lados	Yes	Vimeca	12	1214	Estrada de Queluz	Carnaxide e Queijas
741	-102845.12	-97961.08	Bom	Sem Abrigo	No	Vimeca	12	1214	Estrada de Queluz	Carnaxide e Queijas
170	-103478.11	-97851.67	Bom	Sem Abrigo	No	Vimeca	12	1214	Estrada de Queluz	Carnaxide e Queijas
68	-103193.0811132861	-97956.29135098259	Bom	Sem Abrigo	No	Vimeca	12	1214	Estrada de Queluz	Carnaxide e Queijas
128	-101966.52	-98573.78	Bom	Fechado dos Lados	Yes	Vimeca	12,02,06,13	216	Estrada Consiglieri Pedroso	Barcarena
212	-104337.69	-101982.34	Bom	Sem Abrigo	No	LT	122	1631	Rua Sete de Junho	Porto Salvo
201	-104367.8	-102011.46	Bom	Sem Abrigo	No	LT	122	1631	Rua Sete de Junho	Porto Salvo
746	-103402.21	-102780	Bom	Sem Abrigo	No	LT	122	1652	Avenida Diogo Lopes de Sequeira	Porto Salvo
165	-103427.95	-102788.2	Bom	Fechado dos Lados	No	LT	122	1652	Avenida Diogo Lopes de Sequeira	Porto Salvo
164	-103464.95	-102647.48	Bom	Fechado dos Lados	No	LT	122	1652	Avenida Diogo Lopes de Sequeira	Porto Salvo
163	-103452.97	-102640.79	Bom	Fechado dos Lados	No	LT	122	1652	Avenida Diogo Lopes de Sequeira	Porto Salvo
747	-103418.71	-102966.92	Bom	Fechado dos Lados	No	Carris	122	1653	Avenida Gaspar Corte Real	Porto Salvo
198	-104273.72	-102318.75	Bom	Sem Abrigo	No	LT	122,125,129,184	695	Avenida Dom Pedro V	Porto Salvo
207	-104333.51	-102157.13	Bom	Aberto dos Lados	No	LT	122,125,129,184	705	Avenida Engenheiro Arantes e Oliveira	Porto Salvo
199	-104309.46	-102333.17	Bom	Fechado dos Lados	No	LT	122,125,184	705	Avenida Engenheiro Arantes e Oliveira	Porto Salvo
761	-103589.75	-102328.21	Bom	Sem Abrigo	No	LT	122,125,184	1651	Avenida Lopo Soares de Albergaria	Porto Salvo
760	-103595.2	-102342.08	Bom	Fechado dos Lados	No	LT	122,125,184	1651	Avenida Lopo Soares de Albergaria	Porto Salvo
759	-103754.86	-102383.62	Bom	Sem Abrigo	No	LT	122,125,184	1692	Rua Augusta	Porto Salvo
758	-103782.6	-102354.54	Bom	Fechado dos Lados	No	LT	122,125,184	1692	Rua Augusta	Porto Salvo
204	-104054.48	-102333.36	Bom	Fechado dos Lados	No	LT	122,125,184	1692	Rua Augusta	Porto Salvo
203	-104060.31	-102343.26	Bom	Sem Abrigo	No	LT	122,125,184	1692	Rua Augusta	Porto Salvo
166	-104013.89	-102412.58	Bom	Sem Abrigo	No	LT	122,125,184	1698	Rua de São José	Porto Salvo
197	-104911.17	-102075.08	Bom	Sem Abrigo	No	LT	122,129	687	Rua do Casal do Deserto	Porto Salvo
196	-104948.14	-102024.5	Bom	Sem Abrigo	No	LT	122,129	687	Rua do Casal do Deserto	Porto Salvo
269	-105203.57	-102507.02	Bom	Sem Abrigo	No	LT	122,129	755	Rua Oliveira Martins	Porto Salvo
268	-105213.17	-102489.26	Bom	Fechado dos Lados	Yes	LT	122,129	755	Rua Oliveira Martins	Porto Salvo
189	-104980	-102444.39	Bom	Sem Abrigo	No	LT	122,129	755	Rua Oliveira Martins	Porto Salvo
188	-104998.59	-102447.95	Bom	Sem Abrigo	No	LT	122,129	755	Rua Oliveira Martins	Porto Salvo
211	-104613.4385006046	-102059.62741233375	Bom	Sem Abrigo	No	LT	122,129	1611	Rua das Portelas	Porto Salvo
202	-104559.73	-102074.01	Bom	Fechado dos Lados	No	LT	122,129	1611	Rua das Portelas	Porto Salvo
195	-104888.12	-101925.58	Bom	Sem Abrigo	No	LT	122,129	1611	Rua das Portelas	Porto Salvo
194	-104887.93	-101935.17	Bom	Sem Abrigo	No	LT	122,129	1611	Rua das Portelas	Porto Salvo
200	-104420.26	-102140.16	Bom	Sem Abrigo	No	LT	122,129	1631	Rua Sete de Junho	Porto Salvo
206	-104352.88	-102155.61	Bom	Fechado dos Lados	No	LT	122,129,184	690	Rua do Comércio	Porto Salvo
440	-106999.56	-100744.24	Bom	Fechado dos Lados	Yes	LT	125,129,158,184	605	Rua Conde das Alcáçovas	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
210	-104329.45	-101849.83	Bom	Sem Abrigo	No	LT	125,129,184	705	Avenida Engenheiro Arantes e Oliveira	Porto Salvo
209	-104318.74	-101876.43	Bom	Aberto dos Lados	No	LT	125,129,184	705	Avenida Engenheiro Arantes e Oliveira	Porto Salvo
753	-103040.03	-102067.93	Bom	Fechado dos Lados	Yes	LT	125,184	1634	Estrada de Talaíde	Porto Salvo
730	-102764.70414054944	-102345.36371072767	Bom	Sem Abrigo	No	LT	125,184	1634	Estrada de Talaíde	Porto Salvo
721	-103007.51	-102085.97	Bom	Fechado dos Lados	Yes	LT	125,184	1634	Estrada de Talaíde	Porto Salvo
133	-102770.03	-102362.19	Bom	Fechado dos Lados	No	LT	125,184	1634	Estrada de Talaíde	Porto Salvo
558	-107118.74	-101197.15	Bom	Fechado dos Lados	No	LT	129,115,125,158	1527	Rua Manuel Pinhanços	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
279	-105866.72	-100896.59	Bom	Fechado dos Lados	Yes	LT	129,184	858	Rua Calvet de Magalhães	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
205	-104431.06	-101723.48	Bom	Fechado dos Lados	Yes	Vimeca	15	692	Rua Conde de Rio Maior	Porto Salvo
193	-104911.86	-101688.38	Bom	Fechado dos Lados	Yes	Vimeca	15	692	Rua Conde de Rio Maior	Porto Salvo
192	-104730.80639856319	-101677.18184016421	Bom	Sem Abrigo	No	Vimeca	15	692	Rua Conde de Rio Maior	Porto Salvo
190	-104741.4	-101691.52	Bom	Fechado dos Lados	Yes	SCoTTURB	15	692	Rua Conde de Rio Maior	Porto Salvo
798	-104277.99	-101693.69	Bom	Fechado dos Lados	Yes	Vimeca	15	735	Estrada de Leião	Porto Salvo
763	-103544.73	-101579.29	Bom	Fechado dos Lados	No	Vimeca	15	735	Estrada de Leião	Porto Salvo
754	-103586.35	-101579.63	Bom	Fechado dos Lados	Yes	Vimeca	15	735	Estrada de Leião	Porto Salvo
314	-105206.62	-98321.51	Bom	Fechado dos Lados	Yes	Vimeca	15	830	Estrada Militar	Carnaxide e Queijas
280	-105520.95	-101295.9	Bom	Fechado dos Lados	Yes	Vimeca	15	1488	Avenida Conselho da Europa	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
278	-105488.63	-101308.47	Bom	Fechado dos Lados	Yes	Vimeca	15	1488	Avenida Conselho da Europa	Oeiras e São Julião da Barra, Paço de Arcos e Caxias
286	-105046.86	-101627.86	Bom	Fechado dos Lados	Yes	SCoTTURB	15	1540	Estrada de Paço de Arcos	Porto Salvo
728	-102509.72	-101859.8	Bom	Fechado dos Lados	Yes	Vimeca	15	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
724	-102849.51	-101421.76	Bom	Fechado dos Lados	Yes	Vimeca	15	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
270	-105268.41	-102428.49	Bom	Fechado dos Lados	Yes	Vimeca	15	1680	Rua Encosta das Lagoas	Porto Salvo
295	-105236.25	-102190.54	Bom	Fechado dos Lados	Yes	Vimeca	15	1682	Avenida Santa Casa da Misericordia de Oeiras	Porto Salvo
293	-105274.84	-101913.18	Bom	Fechado dos Lados	Yes	Vimeca	15	1682	Avenida Santa Casa da Misericordia de Oeiras	Porto Salvo
292	-105227.47	-102176.58	Bom	Fechado dos Lados	Yes	Vimeca	15	1682	Avenida Santa Casa da Misericordia de Oeiras	Porto Salvo
291	-105291.98	-101912.29	Bom	Fechado dos Lados	Yes	Vimeca	15	1682	Avenida Santa Casa da Misericordia de Oeiras	Porto Salvo
719	-102227.22	-101894.71	Bom	Fechado dos Lados	Yes	Vimeca	15	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
729	-102515.87	-101878.09	Bom	Fechado dos Lados	Yes	Vimeca	15,23	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
718	-102227.55	-101920.36	Bom	Fechado dos Lados	Yes	Vimeca	15,23	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
706	-101856.51	-101822.02	Bom	Fechado dos Lados	Yes	Vimeca	15,23	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
703	-101884.93	-101826.65	Bom	Fechado dos Lados	Yes	Vimeca	15,23	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
129	-102865.58	-101399.39	Bom	Fechado dos Lados	Yes	Vimeca	15,23	1667	Avenida Professor Dr. Cavaco Silva	Porto Salvo
